text,characters,words,page_number,font_size,is_bold,font_threshold_flag,y_position,x_position,relative_font_size,text_case,verbs,nouns,adjectives,adverbs,pronouns,cardinal_numbers,coordinating_conjunctions,starts_with_number,ends_with_colon,has_punctuation,relative_y_position,avg_word_length,word_density,verb_ratio,noun_ratio,adjective_ratio,is_short,is_very_short,is_heading
"As stated in the previous section, the concept of autonomy has been one of the most",83,16,3,9.479999542236328,0,0,87.69257354736328,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9341443566290937,5.1875,0.1927710843373494,0.0,0.0,0.0,0,0,0
researched areas in the field of second/foreign language learning and teaching over the,87,13,3,9.479999542236328,0,0,99.33258819580078,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9188536963794104,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
"last few decades. It should be noted, however, that the field of learner autonomy",81,14,3,9.479999542236328,0,0,110.85260772705078,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.903720665189823,5.785714285714286,0.1728395061728395,0.0,0.0,0.0,0,0,0
started to be influenced by technology in the mid-1990s as a result of the growing,82,15,3,9.479999542236328,0,0,122.37256622314453,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8885877141777838,5.466666666666667,0.18292682926829268,0.0,0.0,0.0,0,0,0
influence of the internet on almost every sphere of our life (including second/foreign,86,13,3,9.479999542236328,0,0,133.892578125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8734546930103899,6.615384615384615,0.1511627906976744,0.0,0.0,0.0,0,0,0
language education) and the opportunities for online collaboration and communication,84,10,3,9.479999542236328,0,0,145.41259765625,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8583216618208025,8.4,0.11904761904761904,0.0,0.0,0.0,1,0,0
"(Reinders & White, 2016). As stated by Benson and Chik (2010), the latest generations",85,14,3,9.479999542236328,0,0,157.05255126953125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8430310817486675,6.071428571428571,0.16470588235294117,0.0,0.0,0.0,0,0,0
"of new technologies, particularly those encompassing the internet, user-generated Web",85,10,3,9.479999542236328,0,0,168.57257080078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8278980505590801,8.5,0.11764705882352941,0.0,0.0,0.0,1,0,0
"content and mobility, seem to be having a bearing on the way autonomous language",80,14,3,9.479999542236328,0,0,180.09259033203125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.8127650193694925,5.714285714285714,0.175,0.0,0.0,0.0,0,0,0
"learning develops. Perhaps, one of the most important benefits of implementing new",82,12,3,9.479999542236328,0,0,191.612548828125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7976320683574535,6.833333333333333,0.14634146341463414,0.0,0.0,0.0,0,0,0
technologies into language learning is the fact that they provide occasions for language,88,13,3,9.479999542236328,0,0,203.2525634765625,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7823414081077702,6.769230769230769,0.14772727272727273,0.0,0.0,0.0,0,0,0
learners who do not have direct access to the target language. This is because the use,86,16,3,9.479999542236328,0,0,214.7725830078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7672083769181827,5.375,0.18604651162790697,0.0,0.0,0.0,0,0,0
"of new technologies, including mobile technology, allow them to “ bypass classrooms and",87,13,3,9.479999542236328,0,0,226.32257080078125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.7520359785523455,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
go directly to target language texts and users through the internet and social media”,85,14,3,9.479999542236328,0,0,237.84259033203125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.736902947362758,6.071428571428571,0.16470588235294117,0.0,0.0,0.0,0,0,0
"(Benson, 2011, p. 17).",22,4,3,9.479999542236328,0,0,249.362548828125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7217699963507189,5.5,0.18181818181818182,0.0,0.0,0.0,1,1,0
"When it comes to the use of mobile technology, and, in particular, smartphones and",82,14,3,9.479999542236328,0,0,266.16259765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.699700965806721,5.857142857142857,0.17073170731707318,0.0,0.0,0.0,0,0,0
"tablet computers, for learning a foreign or second language, they can assist language",85,13,3,9.479999542236328,0,0,277.80255126953125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6844103857345861,6.538461538461538,0.15294117647058825,0.0,0.0,0.0,0,0,0
learners with their learning endeavors by granting access to numerous language,78,11,3,9.479999542236328,0,0,289.32257080078125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6692773545449986,7.090909090909091,0.14102564102564102,0.0,0.0,0.0,0,0,0
resources whenever and wherever such learners need them and/or they happen to be,80,13,3,9.479999542236328,0,0,300.84259033203125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6541443233554112,6.153846153846154,0.1625,0.0,0.0,0.0,0,0,0
"(Jones, 2015). In Jones’s opinion, such language involvement might comprise, for",80,11,3,9.479999542236328,0,0,312.362548828125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.639011372343372,7.2727272727272725,0.1375,0.0,0.0,0.0,0,0,0
"instance, the use of chunks of spare time for language practice, searching for target",85,14,3,9.479999542236328,0,0,323.882568359375,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6238783411537846,6.071428571428571,0.16470588235294117,0.0,0.0,0.0,0,0,0
"language vocabulary in relevant contexts or interactions on social media (Jones, 2015).",87,12,3,9.479999542236328,0,0,335.5225830078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6085876809041013,7.25,0.13793103448275862,0.0,0.0,0.0,0,0,0
"Furthermore, by having a mobile device a language learner has the opportunity to take",85,14,3,9.479999542236328,0,0,347.0425720214844,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.593454689803288,6.071428571428571,0.16470588235294117,0.0,0.0,0.0,0,0,0
"control of his or her learning, direct it and engage in language activities that meet his or",92,17,3,9.479999542236328,0,0,358.5625915527344,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.5783216586137006,5.411764705882353,0.18478260869565216,0.0,0.0,0.0,0,0,0
"her individual needs and goals (Kukulska-Hulme, Traxler & Pettit, 2007; Pettit &",80,12,3,9.479999542236328,0,0,370.1025695800781,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.563162409365796,6.666666666666667,0.15,0.0,0.0,0.0,0,0,0
Kukulska-Hulme 2007).,21,2,3,9.479999542236328,0,0,381.6225891113281,85.10399627685547,1.0,2,0,0,0,0,0,0,0,0,0,1,0.5480293781762086,10.5,0.09523809523809523,0.0,0.0,0.0,1,1,0
"Given the importance attached to new technologies, and, in particular the potential role",88,13,3,9.479999542236328,0,0,398.4225769042969,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.525960427809759,6.769230769230769,0.14772727272727273,0.0,0.0,0.0,0,0,0
of,2,1,3,9.479999542236328,0,0,410.0625915527344,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5106697675600758,2.0,0.5,0.0,0.0,0.0,1,1,0
mobile,6,1,3,9.479999542236328,0,0,410.0625915527344,108.96514892578125,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5106697675600758,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
devices,7,1,3,9.479999542236328,0,0,410.0625915527344,155.27493286132812,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5106697675600758,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0
in,2,1,3,9.479999542236328,0,0,410.0625915527344,205.41468811035156,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5106697675600758,2.0,0.5,0.0,0.0,0.0,1,1,0
autonomous,10,1,3,9.479999542236328,0,0,410.0625915527344,228.68809509277344,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5106697675600758,10.0,0.1,0.0,0.0,0.0,1,1,0
language,8,1,3,9.479999542236328,0,0,410.0625915527344,302.34771728515625,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5106697675600758,8.0,0.125,0.0,0.0,0.0,1,1,0
"learning,",9,1,3,9.479999542236328,0,0,410.0625915527344,360.51702880859375,1.0,0,0,0,0,0,0,0,0,0,0,1,0.5106697675600758,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
the,3,1,3,9.479999542236328,0,0,410.0625915527344,417.2359619140625,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5106697675600758,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
terms mobile,12,2,3,9.479999542236328,0,0,410.0625915527344,447.4582214355469,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5106697675600758,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
"learning and mobile devices (MobDs) need first to be explained. As for mobile learning,",87,14,3,9.479999542236328,0,0,421.58258056640625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.4955367764592625,6.214285714285714,0.16091954022988506,0.0,0.0,0.0,0,0,0
"no single agreed-upon definition of the term exists in the literature (Oz, 2015). This is",89,15,3,9.479999542236328,0,0,433.1025695800781,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.4804037853584492,5.933333333333334,0.16853932584269662,0.0,0.0,0.0,0,0,0
because some researchers define mobile learning as an extension of e-learning built,83,12,3,9.479999542236328,0,0,444.6225891113281,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.4652707541688617,6.916666666666667,0.14457831325301204,0.0,0.0,0.0,0,0,0
upon mobile devices whereas some other researchers understand  it as learning that,82,12,3,9.479999542236328,0,0,456.2625732421875,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.44998013400795256,6.833333333333333,0.14634146341463414,0.0,0.0,0.0,0,0,0
"happens anywhere and anytime (cf. Oz, 2015). As far as mobile devices are concerned,",84,14,3,9.479999542236328,0,0,467.7825927734375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.4348471028183651,6.0,0.16666666666666666,0.0,0.0,0.0,0,0,0
"they can be defined as “any device that is small, autonomous and unobtrusive enough",83,14,3,9.479999542236328,0,0,479.3025817871094,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.4197141117175518,5.928571428571429,0.1686746987951807,0.0,0.0,0.0,0,0,0
to accompany us in every moment and can be used for educational purposes”,73,13,3,9.479999542236328,0,0,490.82257080078125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.4045811206167385,5.615384615384615,0.1780821917808219,0.0,0.0,0.0,0,0,0
"(Trifanova Knapp, Ronchetti & Gamper, 2004, p. 3) or as “hand held electronic devices",85,14,3,9.479999542236328,0,0,502.34259033203125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.38944808942715103,6.071428571428571,0.16470588235294117,0.0,0.0,0.0,0,0,0
"that can be comfortably carried around in a pocket or bag, including MP3 players, digital",89,15,3,9.479999542236328,0,0,513.9826049804688,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.37415742917746775,5.933333333333334,0.16853932584269662,0.0,0.0,0.0,0,0,0
"recorders, e-readers, tablets, and smartphones” (Kukulska-Hulme, Norris & Donohue,",82,9,3,9.479999542236328,0,0,525.5325927734375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.3589850308116305,9.11111111111111,0.10975609756097561,0.0,0.0,0.0,1,0,0
"2015, p. 39).",13,3,3,9.479999542236328,0,0,537.0525512695312,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.3438520797995914,4.333333333333333,0.23076923076923078,0.0,0.0,0.0,1,1,0
A lot of studies concerning the use of mobile technology and mobile devices in language,87,15,3,9.479999542236328,0,0,553.8526000976562,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.32178304925559353,5.8,0.1724137931034483,0.0,0.0,0.0,0,0,0
"learning have been published. The findings of these studies concentrated on, for",80,12,3,9.479999542236328,0,0,565.3726196289062,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.3066500180660061,6.666666666666667,0.15,0.0,0.0,0.0,0,0,0
"example, language learners’ views on the use of mobile devices in language instruction",86,13,3,9.479999542236328,0,0,576.892578125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.29151706705396696,6.615384615384615,0.1511627906976744,0.0,0.0,0.0,0,0,0
"(e.g. Oz, 2015), students’ attitudes towards using mobile phones as instructional tools",87,12,3,9.479999542236328,0,0,588.5325927734375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.2762264068042837,7.25,0.13793103448275862,0.0,0.0,0.0,0,0,0
"for foreign language learning (e.g. Cakir, 2015), profiling mobile language learners (e.g.",90,12,3,9.479999542236328,0,0,600.0525512695312,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.2610934557922446,7.5,0.13333333333333333,0.0,0.0,0.0,0,0,0
"Byrne & Diem, 2014), their effect on learning a foreign/second language (e.g. Nah,",82,13,3,9.479999542236328,0,0,611.5725708007812,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.2459604246026571,6.3076923076923075,0.15853658536585366,0.0,0.0,0.0,0,0,0
"White & Sussex, 2008; Cavus & Ibrahim, 2009; Zhang, Song & Burston, 2011),",74,13,3,9.479999542236328,0,0,623.0925903320312,85.10399627685547,1.0,2,0,0,0,0,0,0,0,0,0,1,0.23082739341306963,5.6923076923076925,0.17567567567567569,0.0,0.0,0.0,0,0,0
"distance language learning (e.g. Demouy, Jones, Kan, Kukulska-Hulme & Eardley,",78,10,3,9.479999542236328,0,0,634.6126098632812,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.21569436222348218,7.8,0.1282051282051282,0.0,0.0,0.0,1,0,0
"2016), informal language learning practices (Reinders & Cho, 2011; Jones, 2015),",80,11,3,9.479999542236328,0,0,646.2525634765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.20040378215134724,7.2727272727272725,0.1375,0.0,0.0,0.0,0,0,0
"learners’ use of mobile devices for learning a foreign language (Stockwell, 2007;",81,12,3,9.479999542236328,0,0,657.7725830078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.18527075096175977,6.75,0.14814814814814814,0.0,0.0,0.0,0,0,0
"Dashtestani, 2015) and autonomy in language learning (e.g. Díaz-Vera, 2012; Djoub,",82,11,3,9.479999542236328,0,0,669.2925415039062,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.17013779994972067,7.454545454545454,0.13414634146341464,0.0,0.0,0.0,0,0,0
"2015). In addition to this, researchers investigated a number of applications of mobile",87,13,3,9.479999542236328,0,0,680.8325805664062,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.15497847052426775,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
devices and presented both benefits and drawbacks of the usage of mobile technologies,85,13,3,9.479999542236328,0,0,692.4725952148438,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.13968781027458446,6.538461538461538,0.15294117647058825,0.0,0.0,0.0,0,0,0
"(e.g. Miangah & Nezarat, 2012), discussed the use of mobile devices in supporting",81,13,3,9.479999542236328,0,0,703.9926147460938,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.12455477908499699,6.230769230769231,0.16049382716049382,0.0,0.0,0.0,0,0,0
"social contacts and collaborative learning (e.g. Kukulska-Hulme & Shield, 2008) and",83,11,3,9.479999542236328,0,0,715.5125732421875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.10942182807295787,7.545454545454546,0.13253012048192772,0.0,0.0,0.0,0,0,0
offered guidelines related to the implementation of mobile learning into second/foreign,87,11,3,9.479999542236328,0,0,727.0325927734375,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.09428879688337041,7.909090909090909,0.12643678160919541,0.0,0.0,0.0,0,0,0
"language instruction (e.g. Kukulska-Hulme et al., 2015).",56,7,3,9.479999542236328,0,0,738.5525512695312,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.07915584587133132,8.0,0.125,0.0,0.0,0.0,1,0,0
"The EUROCALL Review, Volume 25, No. 2, September 2017",53,9,4,11.039999961853027,0,1,37.559967041015625,166.6999969482422,1.1645570142346964,3,0,0,0,0,0,0,0,0,0,1,1.0,5.888888888888889,0.16981132075471697,0.0,0.0,0.0,1,0,0
21,2,1,4,8.039999961853027,0,0,798.8099365234375,293.57000732421875,0.8481013027513706,3,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.5,0.0,0.0,0.0,1,1,0
3. Method ,10,2,4,9.479999542236328,1,0,70.89258575439453,85.10399627685547,1.0,2,0,0,0,0,0,0,0,1,0,1,0.9562133069955432,5.0,0.2,0.0,0.0,0.0,1,1,0
3.1. Research question ,23,3,4,9.479999542236328,0,0,87.69257354736328,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9341443566290937,7.666666666666667,0.13043478260869565,0.0,0.0,0.0,1,1,0
One of the questions related to future research and practice in technology-mediated,83,12,4,9.479999542236328,0,0,104.49256134033203,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.9120754062626443,6.916666666666667,0.14457831325301204,0.0,0.0,0.0,0,0,0
learner autonomy addressed by Reinders and White in their recent critical overview of,85,13,4,9.479999542236328,0,0,116.13257598876953,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.896784746012961,6.538461538461538,0.15294117647058825,0.0,0.0,0.0,0,0,0
the relationship between technology and autonomy in the journal Language Learning &,83,12,4,9.479999542236328,0,0,127.65259552001953,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8816517148233735,6.916666666666667,0.14457831325301204,0.0,0.0,0.0,0,0,0
Technology (LLT) concerned language learners engagement with technology-mediated,80,8,4,9.479999542236328,0,0,139.172607421875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8665186936559796,10.0,0.1,0.0,0.0,0.0,1,0,0
environments in order to develop learning experiences that reach their aims and meet,84,13,4,9.479999542236328,0,0,150.69256591796875,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8513857426439404,6.461538461538462,0.15476190476190477,0.0,0.0,0.0,0,0,0
"their needs as language learners (Reinders & White, 2016). Taking this important",80,12,4,9.479999542236328,0,0,162.21258544921875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.836252711454353,6.666666666666667,0.15,0.0,0.0,0.0,0,0,0
"matter into consideration, and in view of the fact that mobile technology, including",84,13,4,9.479999542236328,0,0,173.85260009765625,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.8209620512046697,6.461538461538462,0.15476190476190477,0.0,0.0,0.0,0,0,0
"mobile devices such as smartphones and tablet computers, are ubiquitous and",75,11,4,9.479999542236328,0,0,185.37255859375,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.8058291001926305,6.818181818181818,0.14666666666666667,0.0,0.0,0.0,0,0,0
"substantial constituents of almost every language learner’s everyday life, the",78,10,4,9.479999542236328,0,0,196.892578125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.7906960690030431,7.8,0.1282051282051282,0.0,0.0,0.0,1,0,0
abovementioned question was modified and posed in this study in the following way:,82,13,4,9.479999542236328,0,0,208.41259765625,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,1,0,0.7755630378134556,6.3076923076923075,0.15853658536585366,0.0,0.0,0.0,0,0,0
Do students engage with their mobile devices to develop learning experiences,76,11,4,9.479999542236328,0,0,225.2425537109375,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.7534547202707563,6.909090909090909,0.14473684210526316,0.0,0.0,0.0,0,0,0
(e.g. the use of mobile devices for formal and/or informal English language,75,12,4,9.479999542236328,0,0,236.7625732421875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7383216890811689,6.25,0.16,0.0,0.0,0.0,0,0,0
study) that meet their needs and goals (e.g. the development of the target,74,13,4,9.479999542236328,0,0,248.402587890625,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.7230310288314856,5.6923076923076925,0.17567567567567569,0.0,0.0,0.0,0,0,0
"language skills and sub-skills) as English language learners? If yes, why and how",81,13,4,9.479999542236328,0,0,259.922607421875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7078979976418981,6.230769230769231,0.16049382716049382,0.0,0.0,0.0,0,0,0
do they do this? ,17,4,4,9.479999542236328,0,0,271.44256591796875,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.692765046629859,4.25,0.23529411764705882,0.0,0.0,0.0,1,1,0
3.2. Participants ,18,2,4,9.479999542236328,0,0,288.2425537109375,120.5,1.0,2,0,0,0,0,0,0,0,0,0,1,0.6706960962634095,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
"The participants were 20 Polish university students of English philology, nine of whom",86,13,4,9.479999542236328,0,0,305.0426025390625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6486270657194116,6.615384615384615,0.1511627906976744,0.0,0.0,0.0,0,0,0
"(seven females and two males) were in the second year of their BA programme, six",80,15,4,9.479999542236328,0,0,316.56256103515625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6334941147073726,5.333333333333333,0.1875,0.0,0.0,0.0,0,0,0
(five females and one male) in the third year and five (all females) in the second year of,90,18,4,9.479999542236328,0,0,328.08258056640625,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6183610835177851,5.0,0.2,0.0,0.0,0.0,0,0,0
their MA program ( 1 ). The study participants were on average 22.22 years old (20.66 -,87,17,4,9.479999542236328,0,0,339.7225646972656,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.603070463356876,5.117647058823529,0.19540229885057472,0.0,0.0,0.0,0,0,0
"year 2, BA; 21.82 - year 3, BA and 24.50 - year 2, MA). The subjects reported having",84,18,4,9.479999542236328,0,0,351.2425842285156,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5879374321672886,4.666666666666667,0.21428571428571427,0.0,0.0,0.0,0,0,0
"learned English for an average of 11.38 years (10.49 - year 2, BA; 11.27 - year 3, BA",85,18,4,9.479999542236328,0,0,362.7625732421875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5728044410664752,4.722222222222222,0.21176470588235294,0.0,0.0,0.0,0,0,0
"and 12.21 - year 2, MA). The proficiency level represented by the participants of the",85,15,4,9.479999542236328,0,0,374.3025817871094,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5576451517297966,5.666666666666667,0.17647058823529413,0.0,0.0,0.0,0,0,0
"study could be described as somewhere between B1 and B2 (second year BA students),",82,14,4,9.479999542236328,0,0,385.94256591796875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5423545315688874,5.857142857142857,0.17073170731707318,0.0,0.0,0.0,0,0,0
"B2 and C1 (third year BA students) and C1 and C2 (second year MA students), as",78,16,4,9.479999542236328,0,0,397.46258544921875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5272215003792999,4.875,0.20512820512820512,0.0,0.0,0.0,0,0,0
specified in the levels laid out in the Common European Framework of Reference for,82,14,4,9.479999542236328,0,0,408.9825744628906,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.5120885092784867,5.857142857142857,0.17073170731707318,0.0,0.0,0.0,0,0,0
Languages .,11,2,4,9.479999542236328,0,0,420.5025634765625,85.10399627685547,1.0,2,0,0,0,0,0,0,0,0,0,1,0.49695551817767336,5.5,0.18181818181818182,0.0,0.0,0.0,1,1,0
3.3. Data collection and analysis ,34,5,4,9.479999542236328,0,0,437.3025817871094,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.4748865277224497,6.8,0.14705882352941177,0.0,0.0,0.0,1,1,0
The data were gathered by means of a semi-structured interview. This interview format,85,13,4,9.479999542236328,0,0,454.1025695800781,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.4528175773560002,6.538461538461538,0.15294117647058825,0.0,0.0,0.0,0,0,0
was chosen intentionally since it uses a set of prepared in advance guiding questions,85,14,4,9.479999542236328,0,0,465.6225891113281,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.4376845461664127,6.071428571428571,0.16470588235294117,0.0,0.0,0.0,0,0,0
and prompts and interviewees are encouraged to elaborate on the problems raised,79,12,4,9.479999542236328,0,0,477.2625732421875,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.42239392600550363,6.583333333333333,0.1518987341772152,0.0,0.0,0.0,0,0,0
"during it (Dörnyei, 2007). As Dörnyei (2007) explains, in this type of the interview “the",89,15,4,9.479999542236328,0,0,488.7825927734375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.40726089481591615,5.933333333333334,0.16853932584269662,0.0,0.0,0.0,0,0,0
"interviewer provides guidelines and direction (hence the ‘-structured’ part in the name),",89,12,4,9.479999542236328,0,0,500.3025817871094,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.39212790371510287,7.416666666666667,0.1348314606741573,0.0,0.0,0.0,0,0,0
but is also keen to follow up interesting developments and to let the interviewee,81,14,4,9.479999542236328,0,0,511.82257080078125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.3769949126142896,5.785714285714286,0.1728395061728395,0.0,0.0,0.0,0,0,0
elaborate on certain issues (hence the ‘semi-’ part)” (p. 136).,63,10,4,9.479999542236328,0,0,523.3726196289062,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.361822434070904,6.3,0.15873015873015872,0.0,0.0,0.0,1,0,0
"During the interview, the present researcher attempted to encourage the subjects to",83,12,4,9.479999542236328,0,0,540.1725463867188,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.33975356388200284,6.916666666666667,0.14457831325301204,0.0,0.0,0.0,0,0,0
describe their learning experiences concerning the use of mobile devices for English,84,12,4,9.479999542236328,0,0,551.8125610351562,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.32446290363231955,7.0,0.14285714285714285,0.0,0.0,0.0,0,0,0
study. This was a form of introspection where the students were prompted to examine,83,14,4,9.479999542236328,0,0,563.3325805664062,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.3093298724427321,5.928571428571429,0.1686746987951807,0.0,0.0,0.0,0,0,0
their behaviors and provide a first person narrative of such experiences. All the study,87,14,4,9.479999542236328,0,0,574.8526000976562,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.2941968412531446,6.214285714285714,0.16091954022988506,0.0,0.0,0.0,0,0,0
participants were informed that the interview concerned the use of mobile devices for,85,13,4,9.479999542236328,0,0,586.37255859375,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.2790638902411055,6.538461538461538,0.15294117647058825,0.0,0.0,0.0,0,0,0
English study and they were asked for permission to be digitally recorded. In order to,86,15,4,9.479999542236328,0,0,597.892578125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.26393085905151803,5.733333333333333,0.1744186046511628,0.0,0.0,0.0,0,0,0
obtain relevant data the following questions were asked ( 2 ):,62,11,4,9.479999542236328,0,0,609.5325927734375,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,1,0,0.24864019880183474,5.636363636363637,0.1774193548387097,0.0,0.0,0.0,0,0,0
